Date,Region,Product,Unit,Price
2021-10-01,Pampeana,Harina de trigo común,kg,64.9
2021-10-01,Pampeana,Arroz blanco simple,kg,131.74
2021-10-01,Pampeana,Fideos secos tipo guisero,500 g,76.92
2021-10-01,Pampeana,Carne picada común,kg,475.02
2021-10-01,Pampeana,Pollo entero,kg,225.66
2021-10-01,Pampeana,Aceite de girasol,"1,5 litros",334.51
2021-10-01,Pampeana,Leche fresca entera sachet,Litro,101.38
2021-10-01,Pampeana,Huevos de gallina,Docena,157.16
2021-10-01,Pampeana,Papa,kg,51.42
2021-10-01,Pampeana,Azúcar,kg,85.8
2021-10-01,Pampeana,Detergente líquido,750 cc,106.87
2021-10-01,Pampeana,Lavandina,1.000 cc,68.88
2021-10-01,Pampeana,Jabón de tocador,125 g,65.48
2021-10-01,Noreste,Pan francés,kg,136.27
2021-10-01,Noreste,Harina de trigo común,kg,62.87
2021-10-01,Noreste,Arroz blanco simple,kg,125.91
2021-10-01,Noreste,Fideos secos tipo guisero,500 g,64.29
2021-10-01,Noreste,Carne picada común,kg,461.13
2021-10-01,Noreste,Pollo entero,kg,212.79
2021-10-01,Noreste,Aceite de girasol,"1,5 litros",396.72
2021-10-01,Noreste,Leche fresca entera sachet,Litro,113.22
2021-10-01,Noreste,Huevos de gallina,Docena,149.8
2021-10-01,Noreste,Papa,kg,51.52
2021-10-01,Noreste,Azúcar,kg,85.09
2021-10-01,Noreste,Detergente líquido,750 cc,94.1
2021-10-01,Noreste,Lavandina,1.000 cc,79.0
2021-10-01,Noreste,Jabón de tocador,125 g,61.8
2021-10-01,Noroeste,Pan francés,kg,147.97
2021-10-01,Noroeste,Harina de trigo común,kg,62.99
2021-10-01,Noroeste,Arroz blanco simple,kg,120.13
2021-10-01,Noroeste,Fideos secos tipo guisero,500 g,66.06
2021-10-01,Noroeste,Carne picada común,kg,463.76
2021-10-01,Noroeste,Pollo entero,kg,220.16
2021-10-01,Noroeste,Aceite de girasol,"1,5 litros",351.97
2021-10-01,Noroeste,Leche fresca entera sachet,Litro,104.0
2021-10-01,Noroeste,Huevos de gallina,Docena,141.63
2021-10-01,Noroeste,Papa,kg,40.14
2021-10-01,Noroeste,Azúcar,kg,77.72
2021-10-01,Noroeste,Detergente líquido,750 cc,104.63
2021-10-01,Noroeste,Lavandina,1.000 cc,74.28
2021-10-01,Noroeste,Jabón de tocador,125 g,64.52
2021-10-01,Cuyo,Pan francés,kg,140.41
2021-10-01,Cuyo,Harina de trigo común,kg,62.29
2021-10-01,Cuyo,Arroz blanco simple,kg,131.94
2021-10-01,Cuyo,Fideos secos tipo guisero,500 g,75.05
2021-10-01,Cuyo,Carne picada común,kg,425.62
2021-10-01,Cuyo,Pollo entero,kg,225.53
2021-10-01,Cuyo,Aceite de girasol,"1,5 litros",317.52
2021-10-01,Cuyo,Leche fresca entera sachet,Litro,109.46
2021-10-01,Cuyo,Huevos de gallina,Docena,150.68
2021-10-01,Cuyo,Papa,kg,49.03
2021-10-01,Cuyo,Azúcar,kg,82.75
2021-10-01,Cuyo,Detergente líquido,750 cc,105.69
2021-10-01,Cuyo,Lavandina,1.000 cc,69.7
2021-10-01,Cuyo,Jabón de tocador,125 g,64.28
2021-10-01,Patagonia,Pan francés,kg,192.71
2021-10-01,Patagonia,Harina de trigo común,kg,68.44
2021-10-01,Patagonia,Arroz blanco simple,kg,142.53
2021-10-01,Patagonia,Fideos secos tipo guisero,500 g,84.92
2021-10-01,Patagonia,Carne picada común,kg,540.21
2021-10-01,Patagonia,Pollo entero,kg,227.76
2021-10-01,Patagonia,Aceite de girasol,"1,5 litros",305.18
2021-10-01,Patagonia,Leche fresca entera sachet,Litro,110.16
2021-10-01,Patagonia,Huevos de gallina,Docena,175.68
2021-10-01,Patagonia,Papa,kg,74.29
2021-10-01,Patagonia,Azúcar,kg,89.06
2021-10-01,Patagonia,Detergente líquido,750 cc,178.22
2021-10-01,Patagonia,Lavandina,1.000 cc,67.2
2021-10-01,Patagonia,Jabón de tocador,125 g,64.91
2021-11-01,GBA,Pan francés,kg,204.32
2021-11-01,GBA,Harina de trigo común,kg,59.37
2021-11-01,GBA,Arroz blanco simple,kg,114.43
2021-11-01,GBA,Fideos secos tipo guisero,500 g,76.95
2021-11-01,GBA,Carne picada común,kg,479.86
2021-11-01,GBA,Pollo entero,kg,217.62
2021-11-01,GBA,Aceite de girasol,"1,5 litros",289.3
2021-11-01,GBA,Leche fresca entera sachet,Litro,89.46
2021-11-01,GBA,Huevos de gallina,Docena,155.52
2021-11-01,GBA,Papa,kg,55.84
2021-11-01,GBA,Azúcar,kg,79.26
2021-11-01,GBA,Detergente líquido,750 cc,104.38
2021-11-01,GBA,Lavandina,1.000 cc,67.05
2021-11-01,GBA,Jabón de tocador,125 g,67.78
2021-11-01,Pampeana,Pan francés,kg,169.24
2021-11-01,Pampeana,Harina de trigo común,kg,66.22
2021-11-01,Pampeana,Arroz blanco simple,kg,132.61
2021-11-01,Pampeana,Fideos secos tipo guisero,500 g,77.52
2021-11-01,Pampeana,Carne picada común,kg,504.49
2021-11-01,Pampeana,Pollo entero,kg,232.3
2021-11-01,Pampeana,Aceite de girasol,"1,5 litros",334.56
2021-11-01,Pampeana,Leche fresca entera sachet,Litro,100.15
2021-11-01,Pampeana,Huevos de gallina,Docena,157.64
2021-11-01,Pampeana,Papa,kg,56.54
2021-11-01,Pampeana,Azúcar,kg,87.95
2021-11-01,Pampeana,Detergente líquido,750 cc,108.78
2021-11-01,Pampeana,Lavandina,1.000 cc,71.6
2021-11-01,Pampeana,Jabón de tocador,125 g,67.66
2021-11-01,Noreste,Pan francés,kg,139.34
2021-11-01,Noreste,Harina de trigo común,kg,64.08
2021-11-01,Noreste,Arroz blanco simple,kg,126.67
2021-11-01,Noreste,Fideos secos tipo guisero,500 g,65.33
2021-11-01,Noreste,Carne picada común,kg,489.91
2021-11-01,Noreste,Pollo entero,kg,218.38
2021-11-01,Noreste,Aceite de girasol,"1,5 litros",392.33
2021-11-01,Noreste,Leche fresca entera sachet,Litro,113.13
2021-11-01,Noreste,Huevos de gallina,Docena,149.86
2021-11-01,Noreste,Papa,kg,54.24
2021-11-01,Noreste,Azúcar,kg,86.11
2021-11-01,Noreste,Detergente líquido,750 cc,96.27
2021-11-01,Noreste,Lavandina,1.000 cc,81.7
2021-11-01,Noreste,Jabón de tocador,125 g,62.74
2021-11-01,Noroeste,Pan francés,kg,151.19
2021-11-01,Noroeste,Harina de trigo común,kg,64.43
2021-11-01,Noroeste,Arroz blanco simple,kg,122.31
2021-11-01,Noroeste,Fideos secos tipo guisero,500 g,66.32
2021-11-01,Noroeste,Carne picada común,kg,488.22
2021-11-01,Noroeste,Pollo entero,kg,224.87
2021-11-01,Noroeste,Aceite de girasol,"1,5 litros",348.38
2021-11-01,Noroeste,Leche fresca entera sachet,Litro,104.71
2021-11-01,Noroeste,Huevos de gallina,Docena,140.34
2021-11-01,Noroeste,Papa,kg,42.22
2021-11-01,Noroeste,Azúcar,kg,79.15
2021-11-01,Noroeste,Detergente líquido,750 cc,105.15
2021-11-01,Noroeste,Lavandina,1.000 cc,75.67
2021-11-01,Noroeste,Jabón de tocador,125 g,65.04
2021-11-01,Cuyo,Pan francés,kg,144.22
2021-11-01,Cuyo,Harina de trigo común,kg,62.17
2021-11-01,Cuyo,Arroz blanco simple,kg,131.3
2021-11-01,Cuyo,Fideos secos tipo guisero,500 g,74.52
2021-11-01,Cuyo,Carne picada común,kg,460.87
2021-11-01,Cuyo,Pollo entero,kg,231.86
2021-11-01,Cuyo,Aceite de girasol,"1,5 litros",316.06
2021-11-01,Cuyo,Leche fresca entera sachet,Litro,109.82
2021-11-01,Cuyo,Huevos de gallina,Docena,151.26
2021-11-01,Cuyo,Papa,kg,54.91
2021-11-01,Cuyo,Azúcar,kg,84.55
2021-11-01,Cuyo,Detergente líquido,750 cc,107.68
2021-11-01,Cuyo,Lavandina,1.000 cc,70.23
2021-11-01,Cuyo,Jabón de tocador,125 g,66.86
2021-11-01,Patagonia,Pan francés,kg,197.42
2021-11-01,Patagonia,Harina de trigo común,kg,67.84
2021-11-01,Patagonia,Arroz blanco simple,kg,141.1
2021-11-01,Patagonia,Fideos secos tipo guisero,500 g,86.4
2021-11-01,Patagonia,Carne picada común,kg,559.7
2021-11-01,Patagonia,Pollo entero,kg,233.58
2021-11-01,Patagonia,Aceite de girasol,"1,5 litros",302.44
2021-11-01,Patagonia,Leche fresca entera sachet,Litro,105.96
2021-11-01,Patagonia,Huevos de gallina,Docena,177.2
2021-11-01,Patagonia,Papa,kg,76.92
2021-11-01,Patagonia,Azúcar,kg,90.66
2021-11-01,Patagonia,Detergente líquido,750 cc,189.42
2021-11-01,Patagonia,Lavandina,1.000 cc,68.74
2021-11-01,Patagonia,Jabón de tocador,125 g,67.5
2021-12-01,GBA,Pan francés,kg,207.97
2021-12-01,GBA,Harina de trigo común,kg,59.46
2021-12-01,GBA,Arroz blanco simple,kg,114.82
2021-12-01,GBA,Fideos secos tipo guisero,500 g,78.44
2021-12-01,GBA,Carne picada común,kg,507.32
2021-12-01,GBA,Pollo entero,kg,223.64
2021-12-01,GBA,Aceite de girasol,"1,5 litros",296.67
2021-12-01,GBA,Leche fresca entera sachet,Litro,90.29
2021-12-01,GBA,Huevos de gallina,Docena,159.68
2021-12-01,GBA,Papa,kg,53.71
2021-12-01,GBA,Azúcar,kg,81.71
2021-12-01,GBA,Detergente líquido,750 cc,111.31
2021-12-01,GBA,Lavandina,1.000 cc,71.05
2021-12-01,GBA,Jabón de tocador,125 g,69.61
2021-12-01,Pampeana,Pan francés,kg,174.78
2021-12-01,Pampeana,Harina de trigo común,kg,67.64
2021-12-01,Pampeana,Arroz blanco simple,kg,135.71
2021-12-01,Pampeana,Fideos secos tipo guisero,500 g,77.79
2021-12-01,Pampeana,Carne picada común,kg,549.69
2021-12-01,Pampeana,Pollo entero,kg,242.45
2021-12-01,Pampeana,Aceite de girasol,"1,5 litros",342.37
2021-12-01,Pampeana,Leche fresca entera sachet,Litro,101.8
2021-12-01,Pampeana,Huevos de gallina,Docena,159.89
2021-12-01,Pampeana,Papa,kg,53.92
2021-12-01,Pampeana,Azúcar,kg,89.89
2021-12-01,Pampeana,Detergente líquido,750 cc,115.62
2021-12-01,Pampeana,Lavandina,1.000 cc,74.06
2021-12-01,Pampeana,Jabón de tocador,125 g,71.5
2021-12-01,Noreste,Pan francés,kg,143.93
2021-12-01,Noreste,Harina de trigo común,kg,64.39
2021-12-01,Noreste,Arroz blanco simple,kg,129.41
2021-12-01,Noreste,Fideos secos tipo guisero,500 g,67.31
2021-12-01,Noreste,Carne picada común,kg,541.4
2021-12-01,Noreste,Pollo entero,kg,230.67
2021-12-01,Noreste,Aceite de girasol,"1,5 litros",397.36
2021-12-01,Noreste,Leche fresca entera sachet,Litro,114.64
2021-12-01,Noreste,Huevos de gallina,Docena,150.0
2021-12-01,Noreste,Papa,kg,52.48
2021-12-01,Noreste,Azúcar,kg,89.14
2021-12-01,Noreste,Detergente líquido,750 cc,100.5
2021-12-01,Noreste,Lavandina,1.000 cc,84.03
2021-12-01,Noreste,Jabón de tocador,125 g,65.71
2021-12-01,Noroeste,Pan francés,kg,158.37
2021-12-01,Noroeste,Harina de trigo común,kg,64.49
2021-12-01,Noroeste,Arroz blanco simple,kg,122.96
2021-12-01,Noroeste,Fideos secos tipo guisero,500 g,67.21
2021-12-01,Noroeste,Carne picada común,kg,545.98
2021-12-01,Noroeste,Pollo entero,kg,234.45
2021-12-01,Noroeste,Aceite de girasol,"1,5 litros",354.62
2021-12-01,Noroeste,Leche fresca entera sachet,Litro,106.8
2021-12-01,Noroeste,Huevos de gallina,Docena,142.73
2021-12-01,Noroeste,Papa,kg,39.05
2021-12-01,Noroeste,Azúcar,kg,81.45
2021-12-01,Noroeste,Detergente líquido,750 cc,108.76
2021-12-01,Noroeste,Lavandina,1.000 cc,78.66
2021-12-01,Noroeste,Jabón de tocador,125 g,69.12
2021-12-01,Cuyo,Pan francés,kg,148.78
2021-12-01,Cuyo,Harina de trigo común,kg,64.88
2021-12-01,Cuyo,Arroz blanco simple,kg,135.7
2021-12-01,Cuyo,Fideos secos tipo guisero,500 g,78.0
2021-12-01,Cuyo,Carne picada común,kg,526.94
2021-12-01,Cuyo,Pollo entero,kg,247.26
2021-12-01,Cuyo,Aceite de girasol,"1,5 litros",318.5
2021-12-01,Cuyo,Leche fresca entera sachet,Litro,114.06
2021-12-01,Cuyo,Huevos de gallina,Docena,153.56
2021-12-01,Cuyo,Papa,kg,47.79
2021-12-01,Cuyo,Azúcar,kg,86.3
2021-12-01,Cuyo,Detergente líquido,750 cc,111.19
2021-12-01,Cuyo,Lavandina,1.000 cc,70.75
2021-12-01,Cuyo,Jabón de tocador,125 g,69.37
2021-12-01,Patagonia,Pan francés,kg,201.41
2021-12-01,Patagonia,Harina de trigo común,kg,68.38
2021-12-01,Patagonia,Arroz blanco simple,kg,144.0
2021-12-01,Patagonia,Fideos secos tipo guisero,500 g,88.83
2021-12-01,Patagonia,Carne picada común,kg,596.17
2021-12-01,Patagonia,Pollo entero,kg,241.97
2021-12-01,Patagonia,Aceite de girasol,"1,5 litros",319.92
2021-12-01,Patagonia,Leche fresca entera sachet,Litro,106.66
2021-12-01,Patagonia,Huevos de gallina,Docena,179.19
2021-12-01,Patagonia,Papa,kg,77.51
2021-12-01,Patagonia,Azúcar,kg,93.54
2021-12-01,Patagonia,Detergente líquido,750 cc,198.83
2021-12-01,Patagonia,Lavandina,1.000 cc,70.48
2021-12-01,Patagonia,Jabón de tocador,125 g,70.33
2022-01-01,GBA,Pan francés,kg,209.92
2022-01-01,GBA,Harina de trigo común,kg,62.82
2022-01-01,GBA,Arroz blanco simple,kg,120.6
2022-01-01,GBA,Fideos secos tipo guisero,500 g,80.6
2022-01-01,GBA,Carne picada común,kg,481.74
2022-01-01,GBA,Pollo entero,kg,229.35
2022-01-01,GBA,Aceite de girasol,"1,5 litros",305.48
2022-01-01,GBA,Leche fresca entera sachet,Litro,91.22
2022-01-01,GBA,Huevos de gallina,Docena,163.58
2022-01-01,GBA,Papa,kg,61.33
2022-01-01,GBA,Azúcar,kg,83.75
2022-01-01,GBA,Detergente líquido,750 cc,114.95
2022-01-01,GBA,Lavandina,1.000 cc,72.85
2022-01-01,GBA,Jabón de tocador,125 g,73.15
2022-01-01,Pampeana,Pan francés,kg,180.46
2022-01-01,Pampeana,Harina de trigo común,kg,68.53
2022-01-01,Pampeana,Arroz blanco simple,kg,138.32
2022-01-01,Pampeana,Fideos secos tipo guisero,500 g,80.56
2022-01-01,Pampeana,Carne picada común,kg,534.26
2022-01-01,Pampeana,Pollo entero,kg,245.27
2022-01-01,Pampeana,Aceite de girasol,"1,5 litros",345.54
2022-01-01,Pampeana,Leche fresca entera sachet,Litro,105.58
2022-01-01,Pampeana,Huevos de gallina,Docena,165.76
2022-01-01,Pampeana,Papa,kg,60.4
2022-01-01,Pampeana,Azúcar,kg,92.52
2022-01-01,Pampeana,Detergente líquido,750 cc,122.3
2022-01-01,Pampeana,Lavandina,1.000 cc,75.22
2022-01-01,Pampeana,Jabón de tocador,125 g,73.59
2022-01-01,Noreste,Pan francés,kg,148.87
2022-01-01,Noreste,Harina de trigo común,kg,65.78
2022-01-01,Noreste,Arroz blanco simple,kg,129.45
2022-01-01,Noreste,Fideos secos tipo guisero,500 g,69.98
2022-01-01,Noreste,Carne picada común,kg,557.14
2022-01-01,Noreste,Pollo entero,kg,238.2
2022-01-01,Noreste,Aceite de girasol,"1,5 litros",403.96
2022-01-01,Noreste,Leche fresca entera sachet,Litro,116.2
2022-01-01,Noreste,Huevos de gallina,Docena,154.58
2022-01-01,Noreste,Papa,kg,55.58
2022-01-01,Noreste,Azúcar,kg,91.59
2022-01-01,Noreste,Detergente líquido,750 cc,105.16
2022-01-01,Noreste,Lavandina,1.000 cc,85.85
2022-01-01,Noreste,Jabón de tocador,125 g,69.35
2022-01-01,Noroeste,Pan francés,kg,161.22
2022-01-01,Noroeste,Harina de trigo común,kg,65.63
2022-01-01,Noroeste,Arroz blanco simple,kg,124.33
2022-01-01,Noroeste,Fideos secos tipo guisero,500 g,68.58
2022-01-01,Noroeste,Carne picada común,kg,560.39
2022-01-01,Noroeste,Pollo entero,kg,242.2
2022-01-01,Noroeste,Aceite de girasol,"1,5 litros",361.17
2022-01-01,Noroeste,Leche fresca entera sachet,Litro,109.97
2022-01-01,Noroeste,Huevos de gallina,Docena,145.99
2022-01-01,Noroeste,Papa,kg,46.43
2022-01-01,Noroeste,Azúcar,kg,84.42
2022-01-01,Noroeste,Detergente líquido,750 cc,118.27
2022-01-01,Noroeste,Lavandina,1.000 cc,81.5
2022-01-01,Noroeste,Jabón de tocador,125 g,72.51
2022-01-01,Cuyo,Pan francés,kg,151.07
2022-01-01,Cuyo,Harina de trigo común,kg,67.99
2022-01-01,Cuyo,Arroz blanco simple,kg,140.8
2022-01-01,Cuyo,Fideos secos tipo guisero,500 g,78.79
2022-01-01,Cuyo,Carne picada común,kg,529.58
2022-01-01,Cuyo,Pollo entero,kg,254.23
2022-01-01,Cuyo,Aceite de girasol,"1,5 litros",332.87
2022-01-01,Cuyo,Leche fresca entera sachet,Litro,117.05
2022-01-01,Cuyo,Huevos de gallina,Docena,157.78
2022-01-01,Cuyo,Papa,kg,48.88
2022-01-01,Cuyo,Azúcar,kg,88.48
2022-01-01,Cuyo,Detergente líquido,750 cc,118.95
2022-01-01,Cuyo,Lavandina,1.000 cc,72.99
2022-01-01,Cuyo,Jabón de tocador,125 g,75.69
2022-01-01,Patagonia,Pan francés,kg,205.46
2022-01-01,Patagonia,Harina de trigo común,kg,72.61
2022-01-01,Patagonia,Arroz blanco simple,kg,148.33
2022-01-01,Patagonia,Fideos secos tipo guisero,500 g,91.85
2022-01-01,Patagonia,Carne picada común,kg,619.89
2022-01-01,Patagonia,Pollo entero,kg,247.08
2022-01-01,Patagonia,Aceite de girasol,"1,5 litros",317.88
2022-01-01,Patagonia,Leche fresca entera sachet,Litro,110.01
2022-01-01,Patagonia,Huevos de gallina,Docena,184.14
2022-01-01,Patagonia,Papa,kg,79.97
2022-01-01,Patagonia,Azúcar,kg,95.63
2022-01-01,Patagonia,Detergente líquido,750 cc,207.76
2022-01-01,Patagonia,Lavandina,1.000 cc,73.61
2022-01-01,Patagonia,Jabón de tocador,125 g,73.82
2022-02-01,GBA,Pan francés,kg,225.82
2022-02-01,GBA,Harina de trigo común,kg,65.55
2022-02-01,GBA,Arroz blanco simple,kg,120.62
2022-02-01,GBA,Fideos secos tipo guisero,500 g,84.2
2022-02-01,GBA,Carne picada común,kg,538.25
2022-02-01,GBA,Pollo entero,kg,240.37
2022-02-01,GBA,Aceite de girasol,"1,5 litros",312.8
2022-02-01,GBA,Leche fresca entera sachet,Litro,95.44
2022-02-01,GBA,Huevos de gallina,Docena,200.45
2022-02-01,GBA,Papa,kg,71.35
2022-02-01,GBA,Azúcar,kg,89.08
2022-02-01,GBA,Detergente líquido,750 cc,119.86
2022-02-01,GBA,Lavandina,1.000 cc,77.26
2022-02-01,GBA,Jabón de tocador,125 g,77.41
2022-02-01,Pampeana,Pan francés,kg,189.19
2022-02-01,Pampeana,Harina de trigo común,kg,72.62
2022-02-01,Pampeana,Arroz blanco simple,kg,141.56
2022-02-01,Pampeana,Fideos secos tipo guisero,500 g,83.9
2022-02-01,Pampeana,Carne picada común,kg,562.85
2022-02-01,Pampeana,Pollo entero,kg,256.18
2022-02-01,Pampeana,Aceite de girasol,"1,5 litros",352.55
2022-02-01,Pampeana,Leche fresca entera sachet,Litro,112.89
2022-02-01,Pampeana,Huevos de gallina,Docena,195.56
2022-02-01,Pampeana,Papa,kg,70.6
2022-02-01,Pampeana,Azúcar,kg,98.12
2022-02-01,Pampeana,Detergente líquido,750 cc,132.89
2022-02-01,Pampeana,Lavandina,1.000 cc,80.6
2022-02-01,Pampeana,Jabón de tocador,125 g,77.77
2022-02-01,Noreste,Pan francés,kg,156.44
2022-02-01,Noreste,Harina de trigo común,kg,68.9
2022-02-01,Noreste,Arroz blanco simple,kg,133.82
2022-02-01,Noreste,Fideos secos tipo guisero,500 g,72.53
2022-02-01,Noreste,Carne picada común,kg,577.13
2022-02-01,Noreste,Pollo entero,kg,248.29
2022-02-01,Noreste,Aceite de girasol,"1,5 litros",428.26
2022-02-01,Noreste,Leche fresca entera sachet,Litro,124.31
2022-02-01,Noreste,Huevos de gallina,Docena,184.19
2022-02-01,Noreste,Papa,kg,66.47
2022-02-01,Noreste,Azúcar,kg,98.6
2022-02-01,Noreste,Detergente líquido,750 cc,113.64
2022-02-01,Noreste,Lavandina,1.000 cc,91.91
2022-02-01,Noreste,Jabón de tocador,125 g,71.94
2022-02-01,Noroeste,Pan francés,kg,167.72
2022-02-01,Noroeste,Harina de trigo común,kg,68.7
2022-02-01,Noroeste,Arroz blanco simple,kg,125.51
2022-02-01,Noroeste,Fideos secos tipo guisero,500 g,72.03
2022-02-01,Noroeste,Carne picada común,kg,578.11
2022-02-01,Noroeste,Pollo entero,kg,253.72
2022-02-01,Noroeste,Aceite de girasol,"1,5 litros",367.66
2022-02-01,Noroeste,Leche fresca entera sachet,Litro,114.2
2022-02-01,Noroeste,Huevos de gallina,Docena,193.62
2022-02-01,Noroeste,Papa,kg,59.27
2022-02-01,Noroeste,Azúcar,kg,90.8
2022-02-01,Noroeste,Detergente líquido,750 cc,127.16
2022-02-01,Noroeste,Lavandina,1.000 cc,85.4
2022-02-01,Noroeste,Jabón de tocador,125 g,77.56
2022-02-01,Cuyo,Pan francés,kg,158.61
2022-02-01,Cuyo,Harina de trigo común,kg,69.29
2022-02-01,Cuyo,Arroz blanco simple,kg,141.39
2022-02-01,Cuyo,Fideos secos tipo guisero,500 g,83.22
2022-02-01,Cuyo,Carne picada común,kg,562.88
2022-02-01,Cuyo,Pollo entero,kg,263.51
2022-02-01,Cuyo,Aceite de girasol,"1,5 litros",326.46
2022-02-01,Cuyo,Leche fresca entera sachet,Litro,124.78
2022-02-01,Cuyo,Huevos de gallina,Docena,198.96
2022-02-01,Cuyo,Papa,kg,65.53
2022-02-01,Cuyo,Azúcar,kg,95.75
2022-02-01,Cuyo,Detergente líquido,750 cc,129.97
2022-02-01,Cuyo,Lavandina,1.000 cc,77.66
2022-02-01,Cuyo,Jabón de tocador,125 g,80.14
2022-02-01,Patagonia,Pan francés,kg,216.45
2022-02-01,Patagonia,Harina de trigo común,kg,75.66
2022-02-01,Patagonia,Arroz blanco simple,kg,147.51
2022-02-01,Patagonia,Fideos secos tipo guisero,500 g,92.8
2022-02-01,Patagonia,Carne picada común,kg,667.37
2022-02-01,Patagonia,Pollo entero,kg,257.68
2022-02-01,Patagonia,Aceite de girasol,"1,5 litros",317.45
2022-02-01,Patagonia,Leche fresca entera sachet,Litro,115.71
2022-02-01,Patagonia,Huevos de gallina,Docena,202.9
2022-02-01,Patagonia,Papa,kg,90.33
2022-02-01,Patagonia,Azúcar,kg,99.98
2022-02-01,Patagonia,Detergente líquido,750 cc,218.87
2022-02-01,Patagonia,Lavandina,1.000 cc,77.45
2022-02-01,Patagonia,Jabón de tocador,125 g,79.87
2022-03-01,GBA,Pan francés,kg,265.71
2022-03-01,GBA,Harina de trigo común,kg,74.22
2022-03-01,GBA,Arroz blanco simple,kg,124.5
2022-03-01,GBA,Fideos secos tipo guisero,500 g,93.18
2022-03-01,GBA,Carne picada común,kg,559.84
2022-03-01,GBA,Pollo entero,kg,276.59
2022-03-01,GBA,Aceite de girasol,"1,5 litros",309.79
2022-03-01,GBA,Leche fresca entera sachet,Litro,108.75
2022-03-01,GBA,Huevos de gallina,Docena,243.77
2022-03-01,GBA,Papa,kg,67.24
2022-03-01,GBA,Azúcar,kg,98.46
2022-03-01,GBA,Detergente líquido,750 cc,130.13
2022-03-01,GBA,Lavandina,1.000 cc,80.48
2022-03-01,GBA,Jabón de tocador,125 g,82.17
2022-03-01,Pampeana,Pan francés,kg,225.75
2022-03-01,Pampeana,Harina de trigo común,kg,83.2
2022-03-01,Pampeana,Arroz blanco simple,kg,146.22
2022-03-01,Pampeana,Fideos secos tipo guisero,500 g,91.12
2022-03-01,Pampeana,Carne picada común,kg,629.0
2022-03-01,Pampeana,Pollo entero,kg,286.52
2022-03-01,Pampeana,Aceite de girasol,"1,5 litros",376.27
2022-03-01,Pampeana,Leche fresca entera sachet,Litro,122.17
2022-03-01,Pampeana,Huevos de gallina,Docena,243.59
2022-03-01,Pampeana,Papa,kg,67.7
2022-03-01,Pampeana,Azúcar,kg,108.4
2022-03-01,Pampeana,Detergente líquido,750 cc,138.31
2022-03-01,Pampeana,Lavandina,1.000 cc,84.55
2022-03-01,Pampeana,Jabón de tocador,125 g,83.46
2022-03-01,Noreste,Pan francés,kg,191.25
2022-03-01,Noreste,Harina de trigo común,kg,78.28
2022-03-01,Noreste,Arroz blanco simple,kg,134.81
2022-03-01,Noreste,Fideos secos tipo guisero,500 g,78.46
2022-03-01,Noreste,Carne picada común,kg,622.07
2022-03-01,Noreste,Pollo entero,kg,274.33
2022-03-01,Noreste,Aceite de girasol,"1,5 litros",453.19
2022-03-01,Noreste,Leche fresca entera sachet,Litro,130.82
2022-03-01,Noreste,Huevos de gallina,Docena,224.6
2022-03-01,Noreste,Papa,kg,69.71
2022-03-01,Noreste,Azúcar,kg,106.79
2022-03-01,Noreste,Detergente líquido,750 cc,121.33
2022-03-01,Noreste,Lavandina,1.000 cc,95.72
2022-03-01,Noreste,Jabón de tocador,125 g,77.69
2022-03-01,Noroeste,Pan francés,kg,206.87
2022-03-01,Noroeste,Harina de trigo común,kg,81.83
2022-03-01,Noroeste,Arroz blanco simple,kg,129.82
2022-03-01,Noroeste,Fideos secos tipo guisero,500 g,78.7
2022-03-01,Noroeste,Carne picada común,kg,651.41
2022-03-01,Noroeste,Pollo entero,kg,282.6
2022-03-01,Noroeste,Aceite de girasol,"1,5 litros",401.6
2022-03-01,Noroeste,Leche fresca entera sachet,Litro,121.87
2022-03-01,Noroeste,Huevos de gallina,Docena,237.02
2022-03-01,Noroeste,Papa,kg,57.51
2022-03-01,Noroeste,Azúcar,kg,98.79
2022-03-01,Noroeste,Detergente líquido,750 cc,131.85
2022-03-01,Noroeste,Lavandina,1.000 cc,88.58
2022-03-01,Noroeste,Jabón de tocador,125 g,83.89
2022-03-01,Cuyo,Pan francés,kg,200.94
2022-03-01,Cuyo,Harina de trigo común,kg,82.8
2022-03-01,Cuyo,Arroz blanco simple,kg,141.58
2022-03-01,Cuyo,Fideos secos tipo guisero,500 g,89.37
2022-03-01,Cuyo,Carne picada común,kg,618.49
2022-03-01,Cuyo,Pollo entero,kg,299.13
2022-03-01,Cuyo,Aceite de girasol,"1,5 litros",361.77
2022-03-01,Cuyo,Leche fresca entera sachet,Litro,132.39
2022-03-01,Cuyo,Huevos de gallina,Docena,257.04
2022-03-01,Cuyo,Papa,kg,69.85
2022-03-01,Cuyo,Azúcar,kg,109.52
2022-03-01,Cuyo,Detergente líquido,750 cc,137.56
2022-03-01,Cuyo,Lavandina,1.000 cc,81.03
2022-03-01,Cuyo,Jabón de tocador,125 g,86.69
2022-03-01,Patagonia,Pan francés,kg,254.49
2022-03-01,Patagonia,Harina de trigo común,kg,85.6
2022-03-01,Patagonia,Arroz blanco simple,kg,151.64
2022-03-01,Patagonia,Fideos secos tipo guisero,500 g,101.72
2022-03-01,Patagonia,Carne picada común,kg,757.98
2022-03-01,Patagonia,Pollo entero,kg,287.48
2022-03-01,Patagonia,Aceite de girasol,"1,5 litros",340.36
2022-03-01,Patagonia,Leche fresca entera sachet,Litro,129.95
2022-03-01,Patagonia,Huevos de gallina,Docena,243.46
2022-03-01,Patagonia,Papa,kg,95.49
